,title,Unnamed: 0,Unnamed: 0.1,platform,score,genre,release_year,Dreamcast,"Game Boy (Color, Advance)",GameCube,Mobile,"Nintendo (DS, 3DS, DSi)",Nintendo 64,PC,"PlayStation (1, 2 ,3, 4)","PlayStation (Portable, Vita)",Wii (U),"Xbox (360, One)",iPad,Action,Adventure,Board,Card,Educational,Fighting,Hunting,Music,Party,Platformer,Puzzle,RPG,Racing,Shooter,Simulation,Sports,Strategy
2662,Divinity II: Ego Draconis,12913,14095,"Xbox (360, One)","(6, 7]",RPG,2010,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2663,Divinity II: Flames of Vengeance,14041,15282,PC,"(5, 6]",RPG,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2664,Divinity II: The Dragon Knight Saga,14431,15703,"Xbox (360, One)","(7, 8]",RPG,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2665,Divinity: Dragon Commander,19063,17230,PC,"(7, 8]",Strategy,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2666,Divinity: Original Sin,16316,17727,PC,"(8, 9]",RPG,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2667,Divinity: Original Sin -- Enhanced Edition,16824,18274,"Xbox (360, One)","(8, 9]",RPG,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2668,DmC: Devil May Cry,341,368,"Xbox (360, One)","(8, 9]",Action,2013,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2669,DmC: Devil May Cry -- Definitive Edition,16747,18193,"Xbox (360, One)","(8, 9]",Action,2015,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,DoDonPachi,5234,5645,Mobile,"(7, 8]",Shooter,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2671,DoDonPachi Resurrection,13657,14874,Mobile,"(7, 8]",Shooter,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2672,DoReMi Fantasy: Milon's DokiDoki Adventure,9923,10771,Wii (U),"(7, 8]",Platformer,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2673,Doctor Who: The Eternity Clock,15367,16681,"PlayStation (1, 2 ,3, 4)","(5, 6]",Action,2012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2674,Dodgeball: A True Underdog Story,6495,6996,Mobile,"(7, 8]",Sports,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2675,DodoGo!,13285,14484,"Nintendo (DS, 3DS, DSi)","(8, 9]",Platformer,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2676,DodoGo! Robo,14428,15700,"Nintendo (DS, 3DS, DSi)","(7, 8]",Platformer,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2677,Dogs of War: Battle On Primus IV,2129,2350,PC,"(6, 7]",Strategy,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2678,Dogz,1751,1939,"Game Boy (Color, Advance)","(4, 5]",Simulation,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2679,Dokapon Journey,11736,12816,"Nintendo (DS, 3DS, DSi)","(6, 7]",RPG,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2680,Dokapon Kingdom,10790,11757,Wii (U),"(7, 8]",RPG,2008,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2681,Dokapon: Monster Hunter,3242,3520,"Game Boy (Color, Advance)","(7, 8]",RPG,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2682,Doki-Doki Universe,16100,17480,"PlayStation (Portable, Vita)","(6, 7]",Adventure,2013,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,Dokuro,95,101,"PlayStation (Portable, Vita)","(8, 9]",Puzzle,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2684,Dollar Dash,15562,16897,"Xbox (360, One)","(4, 5]",Action,2013,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685,Domination,6191,6679,PC,"(7, 8]",Strategy,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2686,Dominion:  Storm Over Gift 3,786,831,PC,"(3, 4]",Strategy,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2687,Dominions II: The Ascension Wars,5146,5546,PC,"(6, 7]",Strategy,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2688,Domino Master,10588,11531,"Xbox (360, One)","(4, 5]",Board,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2689,Don Bradman Cricket,19140,17755,"Xbox (360, One)","(7, 8]",Sports,2014,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2690,Don Bradman Cricket 14,19126,17631,"PlayStation (1, 2 ,3, 4)","(6, 7]",Sports,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2691,Don King Boxing,11742,12822,Wii (U),"(6, 7]",Sports,2009,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2692,Don King Presents: Prizefighter,10179,11075,"Xbox (360, One)","(4, 5]",Sports,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2693,Don't Cross The Line,13457,14661,"Nintendo (DS, 3DS, DSi)","(6, 7]",Strategy,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2694,Don't Feed The Animals,13283,14482,"Nintendo (DS, 3DS, DSi)","(3, 4]",Strategy,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2695,Don't Starve,16104,17484,"PlayStation (1, 2 ,3, 4)","(7, 8]",Adventure,2014,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2696,Donald Duck Advance,3384,3667,"Game Boy (Color, Advance)","(6, 7]",Action,2002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697,Donald Duck: Goin' Quackers,3496,3780,"PlayStation (1, 2 ,3, 4)","(7, 8]",Platformer,2002,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2698,Donkey Kong,14609,15882,Wii (U),"(8, 9]",Platformer,2011,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2699,Donkey Kong (Classic NES Series),5444,5862,"Game Boy (Color, Advance)","(5, 6]",Action,2004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,Donkey Kong 3,10313,11220,Wii (U),"(5, 6]",Action,2008,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2701,Donkey Kong 3-e,4439,4795,"Game Boy (Color, Advance)","(6, 7]",Shooter,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2702,Donkey Kong 64,1619,1803,Nintendo 64,"(8, 9]",Platformer,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2703,Donkey Kong Barrel Blast,18324,9917,Wii (U),"(4, 5]",Racing,2007,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2704,Donkey Kong Country,8341,8973,Wii (U),"(8, 9]",Platformer,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2705,Donkey Kong Country 2,5847,6301,"Game Boy (Color, Advance)","(7, 8]",Platformer,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2706,Donkey Kong Country 2: Diddy's Kong Quest,8649,9319,Wii (U),"(8, 9]",Platformer,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2707,Donkey Kong Country 3,6798,7328,"Game Boy (Color, Advance)","(7, 8]",Platformer,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2708,Donkey Kong Country 3: Dixie Kong's Double Trouble,9563,10352,Wii (U),"(8, 9]",Platformer,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2709,Donkey Kong Country Returns,14016,15255,Wii (U),"(8, 9]",Platformer,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2710,Donkey Kong Country Returns 3D,15663,17001,"Nintendo (DS, 3DS, DSi)","(8, 9]",Platformer,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2711,Donkey Kong Country: Tropical Freeze,19111,17555,Wii (U),"(8, 9]",Platformer,2014,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2712,Donkey Kong Jr.,8127,8726,Wii (U),"(4, 5]",Platformer,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2713,Donkey Kong Jr. Math,18305,9711,Wii (U),"(2, 3]",Educational,2007,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2714,Donkey Kong Jr.-e,3769,4095,"Game Boy (Color, Advance)","(7, 8]",Platformer,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2715,Donkey Kong Jungle Beat,17896,6651,GameCube,"(8, 9]",Music,2005,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2716,Donkey Kong-e,4038,4374,"Game Boy (Color, Advance)","(7, 8]",Action,2002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2717,Donkey Konga (with DK Bongos),5752,6200,GameCube,"(8, 9]",Music,2004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2718,Donkey Konga 2,6323,6816,GameCube,"(7, 8]",Music,2005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2719,Doodle Fit,15104,16404,"Nintendo (DS, 3DS, DSi)","(7, 8]",Puzzle,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2720,Doom,17068,18524,PC,"(7, 8]",Shooter,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2721,Doom (1993),7752,8327,"Xbox (360, One)","(8, 9]",Shooter,2006,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2722,Doom 3,6272,6765,"Xbox (360, One)","(9, 10]",Shooter,2005,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2723,Doom 3: BFG Edition,94,100,"Xbox (360, One)","(7, 8]",RPG,2012,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2724,Doom 3: Resurrection of Evil,6701,7224,"Xbox (360, One)","(8, 9]",Shooter,2005,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2725,Doom 64,504,539,Nintendo 64,"(7, 8]",Shooter,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2726,Doom Classic,12568,13728,Mobile,"(7, 8]",Shooter,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2727,Doom II,13416,14620,"Xbox (360, One)","(7, 8]",Shooter,2010,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2728,Doom II RPG,12972,14158,Mobile,"(7, 8]",RPG,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2729,Doom RPG,6601,7119,Mobile,"(8, 9]",RPG,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2730,Doom Resurrection,12025,13132,Mobile,"(7, 8]",Shooter,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2731,Dora the Explorer: Dora Saves The Mermaids,10022,10894,"PlayStation (1, 2 ,3, 4)","(4, 5]",Adventure,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2732,Dora the Explorer: Dora Saves the Snow Princess,11326,12360,Wii (U),"(5, 6]",Adventure,2009,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,Dora the Explorer: Journey to the Purple Planet,6993,7538,"PlayStation (1, 2 ,3, 4)","(6, 7]",Adventure,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2734,Doraemon Nobita & The 3 Fairy Spirit Stones,564,600,Nintendo 64,"(2, 3]",Platformer,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2735,Doshin the Giant,3846,4175,GameCube,"(6, 7]",Adventure,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,DotMan,14767,16045,"Nintendo (DS, 3DS, DSi)","(7, 8]",Racing,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2737,Dota 2,15793,17149,PC,"(9, 10]",RPG,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2738,Double Bloob,15145,16449,"Nintendo (DS, 3DS, DSi)","(3, 4]",Action,2011,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2739,Double D Dodgeball,10328,11236,"Xbox (360, One)","(2, 3]",Sports,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2740,Double Dragon,18403,16213,"Xbox (360, One)","(7, 8]",Fighting,2011,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2741,Double Dragon Advance,4951,5338,"Game Boy (Color, Advance)","(6, 7]",Action,2003,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2742,Double Dragon EX,17934,6859,Mobile,"(7, 8]",Fighting,2005,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2743,Double Dragon: Neon,7,8,"Xbox (360, One)","(2, 3]",Fighting,2012,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2744,Double Dribble,9625,10428,Wii (U),"(4, 5]",Sports,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2745,Double Dungeons,8426,9069,Wii (U),"(3, 4]",Adventure,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746,Double Sequence,9999,10864,"Nintendo (DS, 3DS, DSi)","(3, 4]",Puzzle,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2747,Doubutsu no Mori,3401,3684,Nintendo 64,"(8, 9]",Adventure,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2748,Downforce,3622,3932,"PlayStation (1, 2 ,3, 4)","(7, 8]",Racing,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2749,Downhill Bowling,18538,12431,Mobile,"(7, 8]",Sports,2009,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2750,Downhill Domination,4586,4950,"PlayStation (1, 2 ,3, 4)","(7, 8]",Sports,2003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2751,Downstream Panic!,9735,10564,"PlayStation (Portable, Vita)","(8, 9]",Puzzle,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2752,Downtown Texas Hold 'em,5328,5744,Mobile,"(8, 9]",Card,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2753,Dr. Luigi,16108,17489,Wii (U),"(7, 8]",Puzzle,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2754,Dr. Mario & Puzzle League,6953,7494,"Game Boy (Color, Advance)","(7, 8]",Puzzle,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2755,Dr. Mario (Classic NES Series),5877,6333,"Game Boy (Color, Advance)","(6, 7]",Puzzle,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2756,Dr. Mario 64,2858,3128,Nintendo 64,"(4, 5]",Puzzle,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2757,Dr. Mario Express,11726,12806,"Nintendo (DS, 3DS, DSi)","(7, 8]",Puzzle,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2758,Dr. Mario Online Rx,10117,11008,Wii (U),"(8, 9]",Puzzle,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2759,Dr. Muto,4242,4590,"Xbox (360, One)","(8, 9]",Platformer,2003,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2760,Dr. Robotnik's Mean Bean Machine,8108,8704,Wii (U),"(7, 8]",Puzzle,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2761,Dr. Seuss' The Cat in the Hat,5208,5616,"Xbox (360, One)","(5, 6]",Platformer,2004,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2762,Dr. Seuss: How The Grinch Stole Christmas,9560,10349,"Nintendo (DS, 3DS, DSi)","(3, 4]",Adventure,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2763,Dr. Sudoku,7330,7899,"Game Boy (Color, Advance)","(6, 7]",Puzzle,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2764,Draconus: Cult of the Wyrm,2115,2335,Dreamcast,"(6, 7]",Action,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2765,Dracula,5215,5623,Mobile,"(7, 8]",Action,2004,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2766,Dracula 3: The Path of the Dragon,10446,11374,PC,"(7, 8]",Adventure,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2767,Dracula Resurrection,2113,2333,PC,"(7, 8]",Adventure,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2768,Dracula: Origin,10150,11042,PC,"(7, 8]",Adventure,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,Dracula: The Last Sanctuary,2803,3071,PC,"(7, 8]",Adventure,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,Dracula: Undead Awakening,13044,14231,Wii (U),"(6, 7]",Shooter,2010,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2771,Draglade,9538,10324,"Nintendo (DS, 3DS, DSi)","(6, 7]",Music,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2772,Dragon Age II,14325,15588,"Xbox (360, One)","(8, 9]",RPG,2011,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2773,Dragon Age II -- Legacy,14657,15933,"Xbox (360, One)","(6, 7]",RPG,2011,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2774,Dragon Age II -- Mark of the Assassin,14956,16248,"Xbox (360, One)","(8, 9]",RPG,2011,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2775,Dragon Age: Inquisition,16560,17987,"Xbox (360, One)","(8, 9]",RPG,2014,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2776,Dragon Age: Inquisition -- Jaws of Hakkon,16693,18129,"Xbox (360, One)","(7, 8]",RPG,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2777,Dragon Age: Inquisition -- The Descent,16995,18448,"PlayStation (1, 2 ,3, 4)","(6, 7]",RPG,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2778,Dragon Age: Inquisition -- Trespasser,16947,18398,"Xbox (360, One)","(6, 7]",RPG,2015,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2779,Dragon Age: Origins,12610,13772,"Xbox (360, One)","(8, 9]",RPG,2009,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2780,Dragon Age: Origins (Collector's Edition),12624,13789,"Xbox (360, One)","(8, 9]",RPG,2009,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2781,Dragon Age: Origins -- Awakening,13103,14293,"Xbox (360, One)","(8, 9]",RPG,2010,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2782,Dragon Age: Origins -- Darkspawn Chronicles,13485,14690,"Xbox (360, One)","(6, 7]",RPG,2010,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2783,Dragon Age: Origins -- Leliana's Song,13515,14721,"Xbox (360, One)","(6, 7]",RPG,2010,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2784,Dragon Age: Origins -- Return to Ostagar,13041,14228,"Xbox (360, One)","(8, 9]",RPG,2010,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2785,Dragon Age: Origins -- Witch Hunt,13819,15044,"Xbox (360, One)","(6, 7]",RPG,2010,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2786,Dragon Ball Advanced Adventure,7500,8071,"Game Boy (Color, Advance)","(7, 8]",Action,2006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787,Dragon Ball GT Final Bout,631,668,"PlayStation (1, 2 ,3, 4)","(2, 3]",Fighting,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2788,Dragon Ball Xenoverse,16646,18079,"Xbox (360, One)","(6, 7]",Fighting,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2789,Dragon Ball Z Budokai,4796,5177,"PlayStation (1, 2 ,3, 4)","(6, 7]",Fighting,2003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2790,Dragon Ball Z Budokai 2,6127,6613,"PlayStation (1, 2 ,3, 4)","(7, 8]",Fighting,2005,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2791,Dragon Ball Z Budokai 3,5935,6401,"PlayStation (1, 2 ,3, 4)","(7, 8]",Fighting,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
